"State","County","Collection Date","Date Detected","HPAI Strain","Bird Species","WOAH Classification","Sampling Method","Submitting Agency"
"Mississippi","Lowndes","12/09/2022","12/20/2022","EA/AM H5N1","Black vulture","Wild bird","Morbidity/Mortality","NWDP"
"Iowa","Madison","12/08/2022","12/20/2022","EA H5","Canada goose","Wild bird","Morbidity/Mortality","NWDP"
"Mississippi","Lowndes","12/09/2022","12/20/2022","EA/AM H5N1","Black vulture","Wild bird","Morbidity/Mortality","NWDP"
"Mississippi","Lowndes","12/09/2022","12/20/2022","EA/AM H5N1","Black vulture","Wild bird","Morbidity/Mortality","NWDP"
"Mississippi","Lowndes","12/09/2022","12/20/2022","EA/AM H5N1","Black vulture","Wild bird","Morbidity/Mortality","NWDP"
"Mississippi","Madison","12/12/2022","12/20/2022","EA H5N1","Canada goose","Wild bird","Morbidity/Mortality","NWDP"
"Mississippi","Lowndes","12/09/2022","12/20/2022","EA H5N1","Black vulture","Wild bird","Morbidity/Mortality","NWDP"
"Mississippi","Lowndes","12/09/2022","12/20/2022","EA/AM H5N1","Black vulture","Wild bird","Morbidity/Mortality","NWDP"
"Mississippi","Lowndes","12/09/2022","12/20/2022","EA/AM H5N1","Black vulture","Wild bird","Morbidity/Mortality","NWDP"
"Mississippi","Lowndes","12/09/2022","12/20/2022","EA/AM H5N1","Black vulture","Wild bird","Morbidity/Mortality","NWDP"
"Mississippi","Lowndes","12/09/2022","12/20/2022","EA/AM H5N1","Black vulture","Wild bird","Morbidity/Mortality","NWDP"
"Mississippi","Lowndes","12/09/2022","12/20/2022","EA/AM H5N1","Black vulture","Wild bird","Morbidity/Mortality","NWDP"
"Mississippi","Lowndes","12/09/2022","12/20/2022","EA/AM H5N1","Black vulture","Wild bird","Morbidity/Mortality","NWDP"
"Mississippi","Lowndes","12/09/2022","12/20/2022","EA/AM H5N1","Black vulture","Wild bird","Morbidity/Mortality","NWDP"
"Iowa","Woodbury","12/06/2022","12/20/2022","EA/AM H5N1","Canada goose","Wild bird","Morbidity/Mortality","NWDP"
"Mississippi","Madison","12/12/2022","12/20/2022","EA H5N1","Canada goose","Wild bird","Morbidity/Mortality","NWDP"
"Alabama","Jackson","12/12/2022","12/20/2022","EA/AM H5N1","Gadwall","Wild bird","Hunter harvest","NWDP"
"Alabama","Jackson","12/03/2022","12/20/2022","EA H5N1","Gadwall","Wild bird","Hunter harvest","NWDP"
"Alabama","Jackson","12/03/2022","12/20/2022","EA H5N1 mixed","Mallard","Wild bird","Hunter harvest","NWDP"
"Arkansas","Johnson","12/11/2022","12/20/2022","EA H5N1","Mallard","Wild bird","Hunter harvest","NWDP"
"Arkansas","Johnson","12/11/2022","12/20/2022","EA H5N1","Green-winged teal","Wild bird","Hunter harvest","NWDP"
"Mississippi","Madison","12/12/2022","12/20/2022","EA H5N1","Canada goose","Wild bird","Morbidity/Mortality","NWDP"
"Iowa","Woodbury","12/06/2022","12/20/2022","EA H5N1","Canada goose","Wild bird","Morbidity/Mortality","NWDP"
"Mississippi","Madison","12/12/2022","12/20/2022","EA H5N1","Canada goose","Wild bird","Morbidity/Mortality","NWDP"
"Iowa","Woodbury","12/06/2022","12/20/2022","EA/AM H5N1","Canada goose","Wild bird","Morbidity/Mortality","NWDP"
"Iowa","Woodbury","12/06/2022","12/20/2022","EA/AM H5N1","Canada goose","Wild bird","Morbidity/Mortality","NWDP"
"Iowa","Shelby","12/08/2022","12/20/2022","EA/AM H5N1","Canada goose","Wild bird","Morbidity/Mortality","NWDP"
"Wisconsin","Buffalo","11/30/2022","12/20/2022","EA H5N1","Mallard","Wild bird","Hunter harvest","NWDP"
"Iowa","Monona","12/07/2022","12/20/2022","EA/AM H5N1","Canada goose","Wild bird","Morbidity/Mortality","NWDP"
"Iowa","Monona","12/07/2022","12/20/2022","EA/AM H5N1","Canada goose","Wild bird","Morbidity/Mortality","NWDP"
"Iowa","Woodbury","12/06/2022","12/20/2022","EA H5N1","Canada goose","Wild bird","Morbidity/Mortality","NWDP"
"Mississippi","Lowndes","12/09/2022","12/20/2022","EA/AM H5N1","Black vulture","Wild bird","Morbidity/Mortality","NWDP"
"Mississippi","Lowndes","12/09/2022","12/20/2022","EA/AM H5N1","Black vulture","Wild bird","Morbidity/Mortality","NWDP"
"Mississippi","Madison","12/12/2022","12/20/2022","EA/AM H5N1","Canada goose","Wild bird","Morbidity/Mortality","NWDP"
"Oregon","Polk","12/13/2022","12/20/2022","EA/AM H5N1","Red-tailed hawk","Wild bird","Morbidity/Mortality","OR DFW"
"Pennsylvania","Chester","10/25/2022","12/20/2022","EA H5N1","Canada goose","Wild bird","Morbidity/Mortality","PA Game Commission"
"Nebraska","Deuel","12/14/2022","12/20/2022","EA H5N1","Canada goose","Wild bird","Morbidity/Mortality","NE GPC"
"Nebraska","Deuel","12/14/2022","12/20/2022","EA H5N1","Canada goose","Wild bird","Morbidity/Mortality","NE GPC"
"Missouri","Bates","12/08/2022","12/20/2022","EA H5N1","Snow goose","Wild bird","Morbidity/Mortality","MO Dept of Conservation"
"Missouri","Bates","12/08/2022","12/20/2022","EA H5N1","Snow goose","Wild bird","Morbidity/Mortality","MO Dept of Conservation"
"Missouri","Vernon","12/05/2022","12/20/2022","EA H5N1","Red-tailed hawk","Wild bird","Morbidity/Mortality","MO Dept of Conservation"
"Missouri","Franklin","12/05/2022","12/20/2022","EA H5N1","Hawk (unidentified)","Wild bird","Morbidity/Mortality","MO Dept of Conservation"
"Missouri","Perry","12/10/2022","12/20/2022","EA H5N1","Red-tailed hawk","Wild bird","Morbidity/Mortality","MO Dept of Conservation"
"Missouri","Dunklin","12/08/2022","12/20/2022","EA H5N1","Mallard","Wild bird","Morbidity/Mortality","MO Dept of Conservation"
"Colorado","Larimer","12/10/2022","12/20/2022","EA/AM H5N1","Red-tailed hawk","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"Colorado","Larimer","12/11/2022","12/20/2022","EA/AM H5N1","Red-tailed hawk","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"Colorado","Larimer","12/12/2022","12/20/2022","EA/AM H5N1","Crow (unidentified)","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"Colorado","Larimer","12/09/2022","12/20/2022","EA/AM H5N1","Great horned owl","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"Colorado","Boulder","12/10/2022","12/20/2022","EA/AM H5N1","Cackling goose","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"Colorado","Boulder","12/11/2022","12/20/2022","EA/AM H5N1","Canada goose","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"Colorado","Boulder","12/10/2022","12/20/2022","EA/AM H5N1","Cackling goose","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"Colorado","Douglas","Unknown","12/20/2022","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","CO Parks & Wildlife"
"Colorado","Larimer","12/14/2022","12/20/2022","EA/AM H5N1","Cackling goose","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"Colorado","Larimer","12/13/2022","12/20/2022","EA/AM H5N1","Great horned owl","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"Colorado","Larimer","12/14/2022","12/20/2022","EA/AM H5N1","Red-tailed hawk","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"Colorado","Boulder","12/13/2022","12/20/2022","EA H5N1","Canada goose","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"Colorado","Boulder","12/13/2022","12/20/2022","EA/AM H5N1","Cackling goose","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"Colorado","Boulder","12/13/2022","12/20/2022","EA/AM H5N1","Cackling goose","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"Colorado","Boulder","12/13/2022","12/20/2022","EA/AM H5N1","Cackling goose","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"Florida","Levy","12/13/2022","12/20/2022","EA/AM H5N1","Pelican (unidentified)","Wild bird","Morbidity/Mortality","FL FWCC"
"Washington","Whitman","12/13/2022","12/20/2022","EA H5N1","Bald eagle","Wild bird","Morbidity/Mortality","WA DFW"
"Iowa","Buchanan","09/30/2022","12/20/2022","EA/AM H5N1","Great horned owl","Wild bird","Morbidity/Mortality","IA DNR"
"Colorado","Broomfield","12/13/2022","12/20/2022","EA/AM H5N1","Cackling goose","Wild bird","Morbidity/Mortality","CO Parks & Wildlife"
"Colorado","Prowers","12/12/2022","12/20/2022","EA/AM H5N1","Red-tailed hawk","Wild bird","Morbidity/Mortality","CO Parks & Wildlife"
"Colorado","Boulder","12/12/2022","12/20/2022","EA H5N1","Bald eagle","Wild bird","Morbidity/Mortality","CO Parks & Wildlife"
"Colorado","Jefferson","Unknown","12/20/2022","EA/AM H5N1","Great horned owl","Wild bird","Morbidity/Mortality","CO Parks & Wildlife"
"Colorado","Saguache","12/06/2022","12/20/2022","EA H5N1","Canada goose","Wild bird","Morbidity/Mortality","CO Parks & Wildlife"
"California","Sacramento","11/16/2022","12/20/2022","EA/AM H5N1","Canada goose","Wild bird","Morbidity/Mortality","Private (non-government) submission"
"Kansas","Kingman","12/07/2022","12/20/2022","EA/AM H5N1","Ross's goose","Wild bird","Morbidity/Mortality","KS DWP"
"Montana","Big Horn","Unknown","12/20/2022","EA/AM H5N1","Canada goose","Wild bird","Morbidity/Mortality","MT FWP"
"Montana","Big Horn","Unknown","12/20/2022","EA H5N1","Canada goose","Wild bird","Morbidity/Mortality","MT FWP"
"Montana","Lake","Unknown","12/20/2022","EA/AM H5N1","Great horned owl","Wild bird","Morbidity/Mortality","MT FWP"
"Montana","Lake","Unknown","12/20/2022","EA H5","Great horned owl","Wild bird","Morbidity/Mortality","MT FWP"
"Montana","Lake","Unknown","12/20/2022","EA/AM H5N1","Red-tailed hawk","Wild bird","Morbidity/Mortality","MT FWP"
"Alabama","Sumter","12/05/2022","12/20/2022","EA H5N1","Black vulture","Wild bird","Morbidity/Mortality","AL DCNR/AL Dept of Ag/NWDP"
"Alabama","Sumter","12/05/2022","12/20/2022","EA/AM H5N1","Black vulture","Wild bird","Morbidity/Mortality","AL DCNR/AL Dept of Ag/NWDP"
"Alabama","Tallapoosa","12/08/2022","12/20/2022","EA H5N1","Bald eagle","Wild bird","Morbidity/Mortality","AL DCNR/AL Dept of Ag/NWDP"
"Alabama","Lauderdale","12/13/2022","12/20/2022","EA H5N1","Bald eagle","Wild bird","Morbidity/Mortality","AL DCNR/AL Dept of Ag/NWDP"
"California","Humboldt","12/03/2022","12/19/2022","EA H5N1","Mallard","Wild bird","Hunter harvest","NWDP"
"Arizona","Mohave","12/04/2022","12/17/2022","EA H5N1","Green-winged teal","Wild bird","Hunter harvest","NWDP"
"Illinois","Perry","12/07/2022","12/17/2022","EA H5N1","Snow goose","Wild bird","Morbidity/Mortality","NWDP"
"Illinois","Randolph","12/07/2022","12/17/2022","EA/AM H5N1","Ross's goose","Wild bird","Morbidity/Mortality","NWDP"
"Illinois","Randolph","12/07/2022","12/17/2022","EA H5","Snow goose","Wild bird","Morbidity/Mortality","NWDP"
"Illinois","Randolph","12/07/2022","12/17/2022","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","NWDP"
"Illinois","Randolph","12/07/2022","12/17/2022","EA/AM H5N1","Great horned owl","Wild bird","Morbidity/Mortality","NWDP"
"Illinois","Jefferson","12/07/2022","12/17/2022","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","NWDP"
"Illinois","Jefferson","12/07/2022","12/17/2022","EA H5N1","Snow goose","Wild bird","Morbidity/Mortality","NWDP"
"Illinois","Perry","12/07/2022","12/17/2022","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","NWDP"
"Alaska","Sitka","11/21/2022","12/16/2022","EA H5N1","Bald eagle","Wild bird","Morbidity/Mortality","AK DFG/USFWS"
"Alaska","Sitka","12/01/2022","12/16/2022","EA H5N1","Trumpeter swan","Wild bird","Morbidity/Mortality","AK DFG/USFWS"
"Alaska","Sitka","12/04/2022","12/16/2022","EA H5N1","Bald eagle","Wild bird","Morbidity/Mortality","AK DFG/USFWS"
"West Virginia","Pocahontas","12/02/2022","12/16/2022","EA H5N1","Canada goose","Wild bird","Morbidity/Mortality","WV DNR/SCWDS"
"Louisiana","Richland","12/01/2022","12/16/2022","EA/AM H5N1","Northern pintail","Wild bird","Hunter harvest","NWDP"
"Mississippi","Panola","12/06/2022","12/16/2022","EA H5N1","Snow goose","Wild bird","Morbidity/Mortality","NWDP"
"Mississippi","De Soto","12/05/2022","12/16/2022","EA/AM H5N1","Red-tailed hawk","Wild bird","Morbidity/Mortality","NWDP"
"Mississippi","Monroe","12/06/2022","12/16/2022","EA/AM H5N1","Black vulture","Wild bird","Morbidity/Mortality","NWDP"
"New York","Seneca","12/08/2022","12/16/2022","EA H5N1","Mallard","Wild bird","Hunter harvest","NWDP"
"New York","Seneca","12/08/2022","12/16/2022","EA/AM H5N1","Mallard","Wild bird","Hunter harvest","NWDP"
"New York","Seneca","12/08/2022","12/16/2022","EA H5N1","Mallard","Wild bird","Hunter harvest","NWDP"
"New York","Seneca","12/08/2022","12/16/2022","EA H5N1","Mallard","Wild bird","Hunter harvest","NWDP"
"New York","Seneca","12/08/2022","12/16/2022","EA H5N1","Mallard","Wild bird","Hunter harvest","NWDP"
"New York","Seneca","12/06/2022","12/16/2022","EA/AM H5N1","Mallard","Wild bird","Hunter harvest","NWDP"
"New York","Seneca","12/06/2022","12/16/2022","EA H5","American wigeon","Wild bird","Hunter harvest","NWDP"
"New York","Seneca","12/06/2022","12/16/2022","EA H5N1","Gadwall","Wild bird","Hunter harvest","NWDP"
"New York","Suffolk","12/08/2022","12/16/2022","EA H5N1","Snow goose","Wild bird","Morbidity/Mortality","NY DEC"
"Illinois","Randolph","12/01/2022","12/16/2022","EA/AM H5N1","Peregrine falcon","Wild bird","Morbidity/Mortality","NWDP"
"Washington","Pacific","12/05/2022","12/16/2022","EA H5N1","Bald eagle","Wild bird","Morbidity/Mortality","WA DFW"
"Colorado","Boulder","12/02/2022","12/16/2022","EA H5N1","Canada goose","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"Washington","Thurston","12/07/2022","12/16/2022","EA H5N1","Gadwall","Wild bird","Morbidity/Mortality","WA DFW"
"Washington","Snohomish","12/09/2022","12/16/2022","EA/AM H5N1","American crow","Wild bird","Morbidity/Mortality","WA DFW"
"Washington","Grays Harbor","12/02/2022","12/16/2022","EA/AM H5N1","Sanderling","Wild bird","Morbidity/Mortality","WA DFW"
"Arkansas","Baxter","Unknown","12/16/2022","EA/AM H5N1","Gull (unidentified)","Wild bird","Morbidity/Mortality","Private (non-government) submission"
"Arkansas","Craighead","12/12/2022","12/16/2022","EA/AM H5N1","Peregrine falcon","Wild bird","Morbidity/Mortality","Private (non-government) submission"
"Nebraska","Douglas","12/10/2022","12/16/2022","EA/AM H5N1","Hawk (unidentified)","Wild bird","Morbidity/Mortality","Private (non-government) submission"
"North Carolina","Pamlico","11/25/2022","12/16/2022","EA H5N1","Bald eagle","Wild bird","Morbidity/Mortality","NC WRC/SCWDS"
"North Carolina","Guilford","12/04/2022","12/16/2022","EA/AM H5N1","Black vulture","Wild bird","Morbidity/Mortality","NC WRC/SCWDS"
"Arkansas","Grant","11/17/2022","12/16/2022","EA H5N1","Bald eagle","Wild bird","Morbidity/Mortality","AR GFC/SCWDS"
"Arkansas","Saline","12/06/2022","12/16/2022","EA H5N1","Wood duck","Wild bird","Morbidity/Mortality","AR GFC/SCWDS"
"Arkansas","Chicot","12/06/2022","12/16/2022","EA H5N1","Snow goose","Wild bird","Morbidity/Mortality","AR GFC/SCWDS"
"Arkansas","Greene","12/06/2022","12/16/2022","EA H5N1","Snow goose","Wild bird","Morbidity/Mortality","AR GFC/SCWDS"
"Arkansas","Craighead","12/06/2022","12/16/2022","EA H5N1","Red-tailed hawk","Wild bird","Morbidity/Mortality","AR GFC/SCWDS"
"Arkansas","Craighead","12/06/2022","12/16/2022","EA H5N1","Greater white-fronted goose","Wild bird","Morbidity/Mortality","AR GFC/SCWDS"
"Arkansas","Poinsett","12/06/2022","12/16/2022","EA H5N1","Snow goose","Wild bird","Morbidity/Mortality","AR GFC/SCWDS"
"Arkansas","Poinsett","12/06/2022","12/16/2022","EA H5N1","Snow goose","Wild bird","Morbidity/Mortality","AR GFC/SCWDS"
"Arkansas","Poinsett","12/06/2022","12/16/2022","EA H5N1","Ross's goose","Wild bird","Morbidity/Mortality","AR GFC/SCWDS"
"Arkansas","Cleburne","12/06/2022","12/16/2022","EA H5N1","Snow goose","Wild bird","Morbidity/Mortality","AR GFC/SCWDS"
"Kansas","Sherman","11/29/2022","12/16/2022","EA H5N1","Great horned owl","Wild bird","Morbidity/Mortality","KS DWP/SCWDS"
"Kansas","Douglas","11/27/2022","12/16/2022","EA H5N1","Red-tailed hawk","Wild bird","Morbidity/Mortality","KS DWP/SCWDS"
"Kansas","Ford","12/01/2022","12/16/2022","EA H5N1","Snow goose","Wild bird","Morbidity/Mortality","KS DWP/SCWDS"
"Kansas","Ford","12/01/2022","12/16/2022","EA H5N1","Ross's goose","Wild bird","Morbidity/Mortality","KS DWP/SCWDS"
"Kansas","Pottawatomie","12/02/2022","12/16/2022","EA H5N1","Canada goose","Wild bird","Morbidity/Mortality","KS DWP/SCWDS"
"Kansas","Pottawatomie","12/02/2022","12/16/2022","EA H5","Redhead duck","Wild bird","Morbidity/Mortality","KS DWP/SCWDS"
"Kansas","Pottawatomie","12/02/2022","12/16/2022","EA H5N1","Common merganser","Wild bird","Morbidity/Mortality","KS DWP/SCWDS"
"Kansas","Sherman","12/01/2022","12/16/2022","EA H5N1","Snow goose","Wild bird","Morbidity/Mortality","KS DWP/SCWDS"
"Louisiana","Morehouse","12/02/2022","12/16/2022","EA/AM H5N1","Red-tailed hawk","Wild bird","Morbidity/Mortality","LA DWF/SCWDS"
"Tennessee","Robertson","11/27/2022","12/16/2022","EA/AM H5N1","Ross's goose","Wild bird","Morbidity/Mortality","TN FWC/SCWDS"
"Colorado","Larimer","12/09/2022","12/16/2022","EA/AM H5N1","Red-tailed hawk","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"Colorado","Larimer","12/09/2022","12/16/2022","EA/AM H5N1","Red-tailed hawk","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"Colorado","Larimer","12/08/2022","12/16/2022","EA H5N1","Cackling goose","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"Colorado","Larimer","12/08/2022","12/16/2022","EA H5N1","Cackling goose","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"Colorado","Boulder","12/08/2022","12/16/2022","EA/AM H5N1","Cackling goose","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"New York","Tompkins","12/08/2022","12/16/2022","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","NY DEC"
"New York","Clinton","12/07/2022","12/16/2022","EA/AM H5N1","American crow","Wild bird","Morbidity/Mortality","NY DEC"
"North Carolina","Wake","12/09/2022","12/16/2022","EA/AM H5N1","Hawk (unidentified)","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"Washington","Snohomish","12/03/2022","12/16/2022","EA H5N1","Dunlin","Wild bird","Morbidity/Mortality","WA DFW"
"Washington","King","12/07/2022","12/16/2022","EA H5N1","Crow (unidentified)","Wild bird","Morbidity/Mortality","WA DFW"
"Wyoming","Teton","11/29/2022","12/16/2022","EA H5N1","American kestrel","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"Wyoming","Teton","12/08/2022","12/16/2022","EA H5N1","American kestrel","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"Oregon","Lincoln","Unknown","12/16/2022","EA H5N1","Hawk (unidentified)","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"Colorado","Baca","12/08/2022","12/16/2022","EA/AM H5N1","Canada goose","Wild bird","Morbidity/Mortality","CO Parks & Wildlife"
"Colorado","Otero","12/05/2022","12/16/2022","EA/AM H5N1","Canada goose","Wild bird","Morbidity/Mortality","CO Parks & Wildlife"
"Missouri","Holt","12/01/2022","12/16/2022","EA/AM H5N1","Trumpeter swan","Wild bird","Morbidity/Mortality","USFWS/USGS"
"Missouri","Holt","12/02/2022","12/16/2022","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","USFWS/USGS"
"Missouri","Holt","12/02/2022","12/16/2022","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","USFWS/USGS"
"New Mexico","Socorro","12/02/2022","12/16/2022","EA H5N1","Canada goose","Wild bird","Morbidity/Mortality","USFWS/USGS"
"New Mexico","Socorro","12/05/2022","12/16/2022","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","USFWS/USGS"
"New Mexico","Socorro","12/05/2022","12/16/2022","EA H5N1","Snow goose","Wild bird","Morbidity/Mortality","USFWS/USGS"
"Nevada","Pershing","12/06/2022","12/16/2022","EA H5N1","Greater sage grouse","Wild bird","Morbidity/Mortality","NV DOW"
"Nevada","Humboldt","12/06/2022","12/16/2022","EA/AM H5N1","Great horned owl","Wild bird","Morbidity/Mortality","NV DOW"
"Maine","Penobscot","12/09/2022","12/16/2022","EA/AM H5","Mallard","Wild bird","Live bird","NWDP"
"New York","Seneca","12/06/2022","12/16/2022","EA H5N1","American black duck","Wild bird","Hunter harvest","NWDP"
"New Jersey","Cumberland","12/05/2022","12/16/2022","EA/AM H5N1","Bald eagle","Wild bird","Morbidity/Mortality","NWDP"
"Montana","Big Horn","12/02/2022","12/15/2022","EA/AM H5N1","Mallard","Wild bird","Hunter harvest","NWDP"
"Idaho","Fremont","11/28/2022","12/15/2022","EA/AM H5N1","Common goldeneye","Wild bird","Hunter harvest","NWDP"
"Montana","Big Horn","12/02/2022","12/15/2022","EA H5N1","Mallard","Wild bird","Hunter harvest","NWDP"
"Montana","Big Horn","12/02/2022","12/15/2022","EA H5","Mallard","Wild bird","Hunter harvest","NWDP"
"Montana","Big Horn","12/03/2022","12/15/2022","EA H5N1","Gadwall","Wild bird","Hunter harvest","NWDP"
"Texas","Randall","12/03/2022","12/15/2022","EA H5N1","Green-winged teal","Wild bird","Hunter harvest","NWDP"
"Texas","Randall","12/03/2022","12/15/2022","EA H5N1","American wigeon","Wild bird","Hunter harvest","NWDP"
"Texas","Randall","12/03/2022","12/15/2022","EA H5N1","Green-winged teal","Wild bird","Hunter harvest","NWDP"
"Texas","Randall","12/03/2022","12/15/2022","EA H5N1","Green-winged teal","Wild bird","Hunter harvest","NWDP"
"Kansas","Neosho","12/03/2022","12/15/2022","EA H5N1","American wigeon","Wild bird","Hunter harvest","NWDP"
"Oregon","Lane","12/05/2022","12/15/2022","EA H5N1","Northern shoveler","Wild bird","Hunter harvest","NWDP"
"Oregon","Lane","12/05/2022","12/15/2022","EA/AM H5N1","Northern shoveler","Wild bird","Hunter harvest","NWDP"
"Oregon","Lane","12/05/2022","12/15/2022","EA H5","Green-winged teal","Wild bird","Hunter harvest","NWDP"
"Oregon","Lane","12/05/2022","12/15/2022","EA/AM H5N1","Green-winged teal","Wild bird","Hunter harvest","NWDP"
"Oregon","Lane","12/05/2022","12/15/2022","EA/AM H5N1","Green-winged teal","Wild bird","Hunter harvest","NWDP"
"Idaho","Fremont","11/28/2022","12/15/2022","EA H5N1","Common goldeneye","Wild bird","Hunter harvest","NWDP"
"Nebraska","Douglas","12/02/2022","12/15/2022","EA/AM H5N1","Canada goose","Wild bird","Agency harvest","NWDP"
"Montana","Big Horn","12/02/2022","12/15/2022","EA H5N1","Mallard","Wild bird","Hunter harvest","NWDP"
"Colorado","Boulder","12/06/2022","12/15/2022","EA/AM H5N1","Canada goose","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"Pennsylvania","Lancaster","10/11/2022","12/15/2022","EA/AM H5N1","Canada goose","Wild bird","Morbidity/Mortality","PA Game Commission"
"Pennsylvania","Monroe","10/02/2022","12/15/2022","EA/AM H5N1","Mute swan","Wild bird","Morbidity/Mortality","PA Game Commission"
"Pennsylvania","Monroe","10/02/2022","12/15/2022","EA/AM H5N1","Mute swan","Wild bird","Morbidity/Mortality","PA Game Commission"
"Pennsylvania","Lackawanna","09/23/2022","12/15/2022","EA H5","Canada goose","Wild bird","Morbidity/Mortality","PA Game Commission"
"Pennsylvania","Crawford","09/28/2022","12/15/2022","EA/AM H5N1","Bald eagle","Wild bird","Morbidity/Mortality","PA Game Commission"
"Pennsylvania","Potter","09/28/2022","12/15/2022","EA H5N1","Mallard","Wild bird","Morbidity/Mortality","PA Game Commission"
"Pennsylvania","Lebanon","10/03/2022","12/15/2022","EA H5N1","Black vulture","Wild bird","Morbidity/Mortality","PA Game Commission"
"Pennsylvania","Venango","09/28/2022","12/15/2022","EA H5N1","Canada goose","Wild bird","Morbidity/Mortality","PA Game Commission"
"Pennsylvania","Adams","10/10/2022","12/15/2022","EA/AM H5N1","Black vulture","Wild bird","Morbidity/Mortality","PA Game Commission"
"Pennsylvania","Adams","10/10/2022","12/15/2022","EA/AM H5N1","Black vulture","Wild bird","Morbidity/Mortality","PA Game Commission"
"Pennsylvania","Adams","10/10/2022","12/15/2022","EA/AM H5N1","Black vulture","Wild bird","Morbidity/Mortality","PA Game Commission"
"Colorado","Larimer","12/06/2022","12/15/2022","EA/AM H5N1","Cackling goose","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"Pennsylvania","Carbon","10/21/2022","12/15/2022","EA/AM H5N1","Bald eagle","Wild bird","Morbidity/Mortality","PA Game Commission"
"Texas","Montague","12/03/2022","12/15/2022","EA H5N1","Bald eagle","Wild bird","Morbidity/Mortality","TX PWD"
"Florida","Brevard","11/06/2022","12/15/2022","EA/AM H5N1","Lesser scaup","Wild bird","Morbidity/Mortality","FL FWCC"
"Florida","Brevard","11/06/2022","12/15/2022","EA/AM H5N1","Sandwich tern","Wild bird","Morbidity/Mortality","FL FWCC"
"Florida","Brevard","11/21/2022","12/15/2022","EA/AM H5N1","Royal tern","Wild bird","Morbidity/Mortality","FL FWCC"
"Florida","Brevard","11/23/2022","12/15/2022","EA/AM H5N1","Lesser scaup","Wild bird","Morbidity/Mortality","FL FWCC"
"Florida","Brevard","11/15/2022","12/15/2022","EA/AM H5N1","Brown pelican","Wild bird","Morbidity/Mortality","FL FWCC"
"Arkansas","Jackson","12/09/2022","12/15/2022","EA H5N1","Bald eagle","Wild bird","Morbidity/Mortality","Private (non-government) submission"
"Utah","Utah","11/28/2022","12/15/2022","EA H5N1","Great horned owl","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"Oregon","Klamath","11/22/2022","12/15/2022","EA/AM H5N1","Red-tailed hawk","Wild bird","Morbidity/Mortality","OR DFW"
"Oregon","Union","12/02/2022","12/15/2022","EA/AM H5N1","Great horned owl","Wild bird","Morbidity/Mortality","OR DFW"
"Pennsylvania","Bucks","10/19/2022","12/15/2022","EA/AM H5N1","Green-winged teal","Wild bird","Morbidity/Mortality","PA Game Commission"
"Pennsylvania","Chester","10/19/2022","12/15/2022","EA/AM H5N1","Black vulture","Wild bird","Morbidity/Mortality","PA Game Commission"
"Pennsylvania","Chester","10/19/2022","12/15/2022","EA/AM H5N1","Black vulture","Wild bird","Morbidity/Mortality","PA Game Commission"
"Pennsylvania","Berks","10/28/2022","12/15/2022","EA/AM H5N1","Black vulture","Wild bird","Morbidity/Mortality","PA Game Commission"
"Pennsylvania","Berks","11/22/2022","12/15/2022","EA/AM H5N1","Black vulture","Wild bird","Morbidity/Mortality","PA Game Commission"
"Pennsylvania","Chester","11/14/2022","12/15/2022","EA/AM H5N1","Black vulture","Wild bird","Morbidity/Mortality","PA Game Commission"
